Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
Baryton Trios Hob11-13 i A major,Haydn,Hob11no13,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-13 i A major,
Baryton Trios Hob11-13 ii D major,Haydn,Hob11no13,,1765-1766,Viola,Cello,Baryton,Trio,,SlowMovement,,Austria,D major,,Haydn,Baryton Trios Hob11-13 ii D major,
Baryton Trios Hob11-13 iii A major,Haydn,Hob11no13,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-13 iii A major,
Baryton Trios Hob11-2 i A major,Haydn,Hob11no2,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-2 i A major,
Baryton Trios Hob11-2 ii D major,Haydn,Hob11no2,,1765-1766,Viola,Cello,Baryton,Trio,,SlowMovement,,Austria,D major,,Haydn,Baryton Trios Hob11-2 ii D major,
Baryton Trios Hob11-2 iii A major,Haydn,Hob11no2,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-2 iii A major,
Baryton Trios Hob11-2 iv A major,Haydn,Hob11no2,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-2 iv A major,
Baryton Trios Hob11-2 v A major,Haydn,Hob11no2,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-2 v A major,
Baryton Trios Hob11-3 i A major,Haydn,Hob11no3,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-3 i A major,
Baryton Trios Hob11-3 ii A major,Haydn,Hob11no3,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-3 ii A major,
Baryton Trios Hob11-3 iii A major,Haydn,Hob11no3,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-3 iii A major,
Baryton Trios Hob11-4 i A major,Haydn,Hob11no4,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-4 i A major,
Baryton Trios Hob11-4 ii A major,Haydn,Hob11no4,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-4 ii A major,
Baryton Trios Hob11-4 iii A major,Haydn,Hob11no4,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-4 iii A major,
Baryton Trios Hob11-5 i A major,Haydn,Hob11no5,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-5 i A major,
Baryton Trios Hob11-5 ii D major,Haydn,Hob11no5,,1765-1766,Viola,Cello,Baryton,Trio,,SlowMovement,,Austria,D major,,Haydn,Baryton Trios Hob11-5 ii D major,
Baryton Trios Hob11-5 iii A major,Haydn,Hob11no5,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-5 iii A major,
Baryton Trios Hob11-5 iv A major,Haydn,Hob11no5,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-5 iv A major,
Baryton Trios Hob11-6 i A major,Haydn,Hob11no6,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-6 i A major,
Baryton Trios Hob11-6 ii A major,Haydn,Hob11no6,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-6 ii A major,
Baryton Trios Hob11-6 iii A major,Haydn,Hob11no6,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-6 iii A major,
Baryton Trios Hob11-7 i A major,Haydn,Hob11no7,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-7 i A major,
Baryton Trios Hob11-7 ii A major,Haydn,Hob11no7,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-7 ii A major,
Baryton Trios Hob11-7 iii A major,Haydn,Hob11no7,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-7 iii A major,
Baryton Trios Hob11-8 i A major,Haydn,Hob11no8,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-8 i A major,
Baryton Trios Hob11-8 ii A major,Haydn,Hob11no8,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-8 ii A major,
Baryton Trios Hob11-8 iii A major,Haydn,Hob11no8,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-8 iii A major,
Baryton Trios Hob11-9 i A major,Haydn,Hob11no9,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-9 i A major,
Baryton Trios Hob11-9 ii A major,Haydn,Hob11no9,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-9 ii A major,
Baryton Trios Hob11-9 iii A major,Haydn,Hob11no9,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-9 iii A major,
Cello Concerto Hob7b-1 (Arrangement) i C major,Haydn,Hob7b-1,,,Cello,Orchestra,,Concerto,,FirstMovement,,Austria,C major,,Haydn,Cello Concerto Hob7b-1 (Arrangement) i C major,
Cello Concerto Hob7b-1 (Arrangement) iii C major,Haydn,Hob7b-1,,,Cello,Orchestra,,Concerto,,LastMovement,,Austria,C major,,Haydn,Cello Concerto Hob7b-1 (Arrangement) iii C major,
Duet for Violin and Cello Hob6-D1 i D major,Haydn,Hob6-D1,,,Violin,Cello,,Duet,,FirstMovement,,Austria,D major,,Haydn,Duet for Violin and Cello Hob6-D1 i D major,
Duet for Violin and Cello Hob6-D1 ii D major,Haydn,Hob6-D1,,,Violin,Cello,,Duet,,OtherMiddleMovement,,Austria,D major,,Haydn,Duet for Violin and Cello Hob6-D1 ii D major,
Duet for Violin and Cello Hob6-D1 iii D major,Haydn,Hob6-D1,,,Violin,Cello,,Duet,,LastMovement,,Austria,D major,,Haydn,Duet for Violin and Cello Hob6-D1 iii D major,
Gypsy Rondo from Trio Hob15-25 iii (Arrangement) G major,Haydn,Hob15-25,1795,,Piano,,,StringQuartet,,LastMovement,,Austria,G major,,Haydn,Gypsy Rondo from Trio Hob15-25 iii (Arrangement) G major,
Horn Concerto No1 Hob7b-3 (Arrangement) i D major,Haydn,Hob7b-3,,,Horn,Orchestra,,Concerto,,FirstMovement,,Austria,D major,,Haydn,Horn Concerto No1 Hob7b-3 (Arrangement) i D major,
London Trio For Two Flutes and Cello Hob4-1 i C major,Haydn,Hob4no1,1794,,Flute,Flute,Cello,Trio,,FirstMovement,,Austria,C major,,Haydn,London Trio For Two Flutes and Cello Hob4-1 i C major,
London Trio For Two Flutes and Cello Hob4-1 ii G major,Haydn,Hob4no1,1794,,Flute,Flute,Cello,Trio,,MiddleMovement,,Austria,G major,,Haydn,London Trio For Two Flutes and Cello Hob4-1 ii G major,
London Trio For Two Flutes and Cello Hob4-1 iii C major,Haydn,Hob4no1,1794,,Flute,Flute,Cello,Trio,,LastMovement,,Austria,C major,,Haydn,London Trio For Two Flutes and Cello Hob4-1 iii C major,
London Trio No4 Hob4-9 i G major,Haydn,Hob4-9,1784,,Flute,Violin,Cello,Trio,,FirstMovement,,Austria,G major,,Haydn,London Trio No4 Hob4-9 i G major,
London Trio No4 Hob4-9 ii G major,Haydn,Hob4-9,1784,,Flute,Violin,Cello,Trio,,DanceMovement,,Austria,G major,,Haydn,London Trio No4 Hob4-9 ii G major,
London Trio No4 Hob4-9 iii G major,Haydn,Hob4-9,1784,,Flute,Violin,Cello,Trio,,LastMovement,,Austria,G major,,Haydn,London Trio No4 Hob4-9 iii G major,
Minuet and Trio G major,Haydn,Hob7b-3,,,Piano,,,SoloDanceOneMovement,,Minuet,,Austria,G major,,Haydn,Minuet and Trio G major,
Minuet in C minor,Haydn,,,,Piano,,,,,,,Austria,C minor,,Haydn,Minuet in C minor,
Minuet No1 Hob9-8 D major,Haydn,Hob9-8,1785,,Piano,,,SoloDanceOneMovement,,Minuet,,Austria,D major,,Haydn,Minuet No1 Hob9-8 D major,
Minuet No5 Hob9-8 D major,Haydn,Hob9-8,1785,,Piano,,,SoloDanceOneMovement,,Minuet,,Austria,D major,,Haydn,Minuet No5 Hob9-8 D major,
Minuet No6 Hob9-8 E major,Haydn,Hob9-8,1785,,Piano,,,SoloDanceOneMovement,,Minuet,,Austria,E major,,Haydn,Minuet No6 Hob9-8 E major,
Nelson Mass Hob22-11 1 Kyrie D minor,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,Kyrie,,Austria,D minor,,Haydn,Nelson Mass Hob22-11 1 Kyrie D minor,
Nelson Mass Hob22-11 10 Hosanna D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,,,Austria,D major,,Haydn,Nelson Mass Hob22-11 10 Hosanna D major,
Nelson Mass Hob22-11 11 Agnus Dei G major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,AgnusDei,,Austria,G major,,Haydn,Nelson Mass Hob22-11 11 Agnus Dei G major,Ends on F# major triad (perhaps a dominant chord)
Nelson Mass Hob22-11 12 Dona nobis pacem D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,,,Austria,D major,,Haydn,Nelson Mass Hob22-11 12 Dona nobis pacem D major,
Nelson Mass Hob22-11 2 Gloria D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,Gloria,,Austria,D major,,Haydn,Nelson Mass Hob22-11 2 Gloria D major,
Nelson Mass Hob22-11 3 Qui tollis Bb major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,,,Austria,Bb major,D minor,Haydn,Nelson Mass Hob22-11 3 Qui tollis Bb major,Ends on V/D
Nelson Mass Hob22-11 4 Quoniam D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,,,Austria,D major,,Haydn,Nelson Mass Hob22-11 4 Quoniam D major,
Nelson Mass Hob22-11 5 Credo D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,Credo,,Austria,D major,,Haydn,Nelson Mass Hob22-11 5 Credo D major,
Nelson Mass Hob22-11 7 Et resurrexit D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,,,Austria,D major,,Haydn,Nelson Mass Hob22-11 7 Et resurrexit D major,Starts in B minor
Nelson Mass Hob22-11 8 Sanctus D major,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,Sanctus,,Austria,D major,,Haydn,Nelson Mass Hob22-11 8 Sanctus D major,
Nelson Mass Hob22-11 9 Benedictus D minor,Haydn,Hob22no11,1798,,SATB,Orchestra,,Mass,,Benedictus,,Austria,D minor,,Haydn,Nelson Mass Hob22-11 9 Benedictus D minor,Ends on V/D
Oboe Concerto Hob7G-C1 i C major,Haydn,Hob7G-C1,,,Oboe,Orchestra,,Concerto,,FirstMovement,,Austria,C major,,Haydn,Oboe Concerto Hob7G-C1 i C major,
Piano Concerto Hob14-4 i C major,Haydn,Hob14-4,1764,,Piano,Orchestra,,Concerto,,FirstMovement,,Austria,C major,,Haydn,Piano Concerto Hob14-4 i C major,
Piano Sonata Hob16-13 i E major,Haydn,Hob16no13,1767,,Piano,,,SoloSonata,,FirstMovement,,Austria,E major,,Haydn,Piano Sonata Hob16-13 i E major,Doubtful Attribution
Piano Sonata Hob16-13 ii E major,Haydn,Hob16no13,1767,,Piano,,,SoloSonata,,DanceMovement,,Austria,E major,,Haydn,Piano Sonata Hob16-13 ii E major,Doubtful Attribution
Piano Sonata Hob16-13 iii E major,Haydn,Hob16no13,1767,,Piano,,,SoloSonata,,LastMovement,,Austria,E major,,Haydn,Piano Sonata Hob16-13 iii E major,Doubtful Attribution
Piano Sonata Hob16-17 i Bb major,Haydn,Hob16no17,,,Piano,,,SoloSonata,,FirstMovement,,Austria,Bb major,,Haydn,Piano Sonata Hob16-17 i Bb major,Doubtful Attribution
Piano Sonata Hob16-17 ii G minor,Haydn,Hob16no17,,,Piano,,,SoloSonata,,SlowMovement,,Austria,G minor,,Haydn,Piano Sonata Hob16-17 ii G minor,Doubtful Attribution
Piano Sonata Hob16-17 iii Bb major,Haydn,Hob16no17,,,Piano,,,SoloSonata,,LastMovement,,Austria,Bb major,,Haydn,Piano Sonata Hob16-17 iii Bb major,Doubtful Attribution
Piano Sonata Hob16-8 (Arrangement) i G major,Haydn,Hob16no8,1766,,Piano,,,SoloSonata,,FirstMovement,,Austria,G major,,Haydn,Piano Sonata Hob16-8 (Arrangement) i G major,
Piano Sonata Hob16-8 (Arrangement) ii G major,Haydn,Hob16no8,1766,,Piano,,,SoloSonata,,DanceMovement,,Austria,G major,,Haydn,Piano Sonata Hob16-8 (Arrangement) ii G major,
Piano Sonata Hob16-8 (Arrangement) iii G major,Haydn,Hob16no8,1766,,Piano,,,SoloSonata,,SlowMovement,,Austria,G major,,Haydn,Piano Sonata Hob16-8 (Arrangement) iii G major,
Piano Sonata Hob16-8 (Arrangement) iv G major,Haydn,Hob16no8,1766,,Piano,,,SoloSonata,,LastMovement,,Austria,G major,,Haydn,Piano Sonata Hob16-8 (Arrangement) iv G major,
Piano Sonata No10 Hob16-1 i C major,Haydn,Hob16no1,1760,,Piano,,,SoloSonata,,FirstMovement,,Austria,C major,,Haydn,Piano Sonata No10 Hob16-1 i C major,
Piano Sonata No10 Hob16-1 ii C major,Haydn,Hob16no1,1760,,Piano,,,SoloSonata,,SlowMovement,,Austria,C major,,Haydn,Piano Sonata No10 Hob16-1 ii C major,
Piano Sonata No10 Hob16-1 iii C major,Haydn,Hob16no1,1760,,Piano,,,SoloSonata,,LastMovement,,Austria,C major,,Haydn,Piano Sonata No10 Hob16-1 iii C major,
Piano Sonata No30 Hob16-19 i D major,Haydn,Hob16no19,1767,,Piano,,,SoloSonata,,FirstMovement,,Austria,D major,,Haydn,Piano Sonata No30 Hob16-19 i D major,
Piano Sonata No33 Hob16-20 i C minor,Haydn,Hob16no20,1777,,Piano,,,SoloSonata,,FirstMovement,,Austria,C minor,,Haydn,Piano Sonata No33 Hob16-20 i C minor,
Piano Sonata No33 Hob16-20 ii Ab major,Haydn,Hob16no20,1777,,Piano,,,SoloSonata,,SlowMovement,,Austria,Ab major,,Haydn,Piano Sonata No33 Hob16-20 ii Ab major,
Piano Sonata No33 Hob16-20 iii C minor,Haydn,Hob16no20,1777,,Piano,,,SoloSonata,,LastMovement,,Austria,C minor,,Haydn,Piano Sonata No33 Hob16-20 iii C minor,
Piano Sonata No34 Hob16-33 i D major,Haydn,Hob16no33,1784,,Piano,,,SoloSonata,,FirstMovement,,Austria,D major,,Haydn,Piano Sonata No34 Hob16-33 i D major,
Piano Sonata No34 Hob16-33 ii D minor,Haydn,Hob16no33,1784,,Piano,,,SoloSonata,,SlowMovement,,Austria,D minor,,Haydn,Piano Sonata No34 Hob16-33 ii D minor,Ends on V/D
Piano Sonata No34 Hob16-33 iii D major,Haydn,Hob16no33,1784,,Piano,,,SoloSonata,,LastMovement,,Austria,D major,,Haydn,Piano Sonata No34 Hob16-33 iii D major,
Piano Sonata No37 Hob16-22 i E major,Haydn,Hob16no22,1773,,Piano,,,SoloSonata,,FirstMovement,,Austria,E major,,Haydn,Piano Sonata No37 Hob16-22 i E major,
Piano Sonata No37 Hob16-22 ii E minor,Haydn,Hob16no22,1773,,Piano,,,SoloSonata,,SlowMovement,,Austria,E minor,,Haydn,Piano Sonata No37 Hob16-22 ii E minor,
Piano Sonata No37 Hob16-22 iii E major,Haydn,Hob16no22,1773,,Piano,,,SoloSonata,,LastMovement,,Austria,E major,,Haydn,Piano Sonata No37 Hob16-22 iii E major,
Piano Sonata No4 Hob16-G1 i G major,Haydn,Hob16noG1,,,Piano,,,SoloSonata,,FirstMovement,,Austria,G major,,Haydn,Piano Sonata No4 Hob16-G1 i G major,
Piano Sonata No41 Hob16-26 ii A major,Haydn,Hob16no26,1773,,Piano,,,SoloSonata,,DanceMovement,,Austria,A major,,Haydn,Piano Sonata No41 Hob16-26 ii A major,
Piano Sonata No42 Hob16-27 i G major,Haydn,Hob16no27,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,G major,,Haydn,Piano Sonata No42 Hob16-27 i G major,
Piano Sonata No42 Hob16-27 ii G major,Haydn,Hob16no27,,1774-1776,Piano,,,SoloSonata,,DanceMovement,,Austria,G major,G minor,Haydn,Piano Sonata No42 Hob16-27 ii G major,
Piano Sonata No42 Hob16-27 iii G major,Haydn,Hob16no27,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,G major,,Haydn,Piano Sonata No42 Hob16-27 iii G major,
Piano Sonata No43 Hob16-28 i Eb major,Haydn,Hob16no28,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,Eb major,,Haydn,Piano Sonata No43 Hob16-28 i Eb major,
Piano Sonata No43 Hob16-28 ii Eb major,Haydn,Hob16no28,,1774-1776,Piano,,,SoloSonata,,DanceMovement,,Austria,Eb major,,Haydn,Piano Sonata No43 Hob16-28 ii Eb major,
Piano Sonata No43 Hob16-28 iii Eb major,Haydn,Hob16no28,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,Eb major,,Haydn,Piano Sonata No43 Hob16-28 iii Eb major,
Piano Sonata No44 Hob16-29 i F major,Haydn,Hob16no29,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,F major,,Haydn,Piano Sonata No44 Hob16-29 i F major,
Piano Sonata No44 Hob16-29 ii Bb major,Haydn,Hob16no29,,1774-1776,Piano,,,SoloSonata,,SlowMovement,,Austria,Bb major,,Haydn,Piano Sonata No44 Hob16-29 ii Bb major,
Piano Sonata No44 Hob16-29 iii F major,Haydn,Hob16no29,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,F major,,Haydn,Piano Sonata No44 Hob16-29 iii F major,
Piano Sonata No45 Hob16-30 i A major,Haydn,Hob16no30,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,A major,,Haydn,Piano Sonata No45 Hob16-30 i A major,Ends on V/A
Piano Sonata No45 Hob16-30 ii A major,Haydn,Hob16no30,,1774-1776,Piano,,,SoloSonata,,SlowMovement,,Austria,A major,,Haydn,Piano Sonata No45 Hob16-30 ii A major,Ends on V/A
Piano Sonata No45 Hob16-30 iii A major,Haydn,Hob16no30,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,A major,,Haydn,Piano Sonata No45 Hob16-30 iii A major,
Piano Sonata No46 Hob16-31 i E major,Haydn,Hob16no31,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,E major,,Haydn,Piano Sonata No46 Hob16-31 i E major,
Piano Sonata No46 Hob16-31 ii E minor,Haydn,Hob16no31,,1774-1776,Piano,,,SoloSonata,,OtherMiddleMovement,,Austria,E minor,,Haydn,Piano Sonata No46 Hob16-31 ii E minor,Ends on Dominant
Piano Sonata No46 Hob16-31 iii E major,Haydn,Hob16no31,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,E major,,Haydn,Piano Sonata No46 Hob16-31 iii E major,
Piano Sonata No47 Hob16-32 i B minor,Haydn,Hob16no32,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,B minor,,Haydn,Piano Sonata No47 Hob16-32 i B minor,
Piano Sonata No47 Hob16-32 ii B major,Haydn,Hob16no32,,1774-1776,Piano,,,SoloSonata,,DanceMovement,,Austria,B major,,Haydn,Piano Sonata No47 Hob16-32 ii B major,
Piano Sonata No47 Hob16-32 iii B minor,Haydn,Hob16no32,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,B minor,,Haydn,Piano Sonata No47 Hob16-32 iii B minor,
Piano Sonata No48 Hob16-35 i C major,Haydn,Hob16no35,1780,,Piano,,,SoloSonata,,FirstMovement,,Austria,C major,,Haydn,Piano Sonata No48 Hob16-35 i C major,
Piano Sonata No48 Hob16-35 ii F major,Haydn,Hob16no35,1780,,Piano,,,SoloSonata,,SlowMovement,,Austria,F major,,Haydn,Piano Sonata No48 Hob16-35 ii F major,
Piano Sonata No48 Hob16-35 iii C major,Haydn,Hob16no35,1780,,Piano,,,SoloSonata,,LastMovement,,Austria,C major,,Haydn,Piano Sonata No48 Hob16-35 iii C major,
Piano Sonata No49 Hob16-36 i C# minor,Haydn,Hob16no36,1780,,Piano,,,SoloSonata,,FirstMovement,,Austria,C# minor,,Haydn,Piano Sonata No49 Hob16-36 i C# minor,
Piano Sonata No49 Hob16-36 ii A major,Haydn,Hob16no36,1780,,Piano,,,SoloSonata,,DanceMovement,,Austria,A major,,Haydn,Piano Sonata No49 Hob16-36 ii A major,
Piano Sonata No49 Hob16-36 iii C# minor,Haydn,Hob16no36,1780,,Piano,,,SoloSonata,,LastMovement,,Austria,C# minor,,Haydn,Piano Sonata No49 Hob16-36 iii C# minor,
Piano Sonata No50 Hob16-37 i D major,Haydn,Hob16no37,1780,,Piano,,,SoloSonata,,FirstMovement,,Austria,D major,,Haydn,Piano Sonata No50 Hob16-37 i D major,
Piano Sonata No50 Hob16-37 ii D minor,Haydn,Hob16no37,1780,,Piano,,,SoloSonata,,SlowMovement,,Austria,D minor,,Haydn,Piano Sonata No50 Hob16-37 ii D minor,Ends on V/D
Piano Sonata No50 Hob16-37 iii D major,Haydn,Hob16no37,1780,,Piano,,,SoloSonata,,LastMovement,,Austria,D major,,Haydn,Piano Sonata No50 Hob16-37 iii D major,
Piano Sonata No51 Hob16-38 i Eb major,Haydn,Hob16no38,1780,,Piano,,,SoloSonata,,FirstMovement,,Austria,Eb major,,Haydn,Piano Sonata No51 Hob16-38 i Eb major,
Piano Sonata No51 Hob16-38 ii C minor,Haydn,Hob16no38,1780,,Piano,,,SoloSonata,,SlowMovement,,Austria,C minor,,Haydn,Piano Sonata No51 Hob16-38 ii C minor,Ends on V/C
Piano Sonata No53 Hob16-34 i E minor,Haydn,Hob16no34,,1774-1776,Piano,,,SoloSonata,,FirstMovement,,Austria,E minor,,Haydn,Piano Sonata No53 Hob16-34 i E minor,
Piano Sonata No53 Hob16-34 ii G major,Haydn,Hob16no34,,1774-1776,Piano,,,SoloSonata,,SlowMovement,,Austria,G major,,Haydn,Piano Sonata No53 Hob16-34 ii G major,Ends in transition
Piano Sonata No53 Hob16-34 iii E minor,Haydn,Hob16no34,,1774-1776,Piano,,,SoloSonata,,LastMovement,,Austria,E minor,,Haydn,Piano Sonata No53 Hob16-34 iii E minor,
Piano Sonata No54 Hob16-40 i G major,Haydn,Hob16no40,1784,,Piano,,,SoloSonata,,FirstMovement,,Austria,G major,,Haydn,Piano Sonata No54 Hob16-40 i G major,
Piano Sonata No54 Hob16-40 ii G major,Haydn,Hob16no40,1784,,Piano,,,SoloSonata,,LastMovement,,Austria,G major,,Haydn,Piano Sonata No54 Hob16-40 ii G major,
Piano Sonata No56 Hob16-42 i D major,Haydn,Hob16no42,1784,,Piano,,,SoloSonata,,FirstMovement,,Austria,D major,,Haydn,Piano Sonata No56 Hob16-42 i D major,
Piano Sonata No56 Hob16-42 ii D major,Haydn,Hob16no42,1784,,Piano,,,SoloSonata,,LastMovement,,Austria,D major,,Haydn,Piano Sonata No56 Hob16-42 ii D major,
Piano Sonata No59 Hob16-49 i Eb major,Haydn,Hob16no49,1789,,Piano,,,SoloSonata,,FirstMovement,,Austria,Eb major,,Haydn,Piano Sonata No59 Hob16-49 i Eb major,
Piano Sonata No59 Hob16-49 ii Bb major,Haydn,Hob16no49,1789,,Piano,,,SoloSonata,,SlowMovement,,Austria,Bb major,,Haydn,Piano Sonata No59 Hob16-49 ii Bb major,
Piano Sonata No59 Hob16-49 iii Eb major,Haydn,Hob16no49,1789,,Piano,,,SoloSonata,,LastMovement,,Austria,Eb major,,Haydn,Piano Sonata No59 Hob16-49 iii Eb major,
Piano Sonata No6 Hob16-10 i C major,Haydn,Hob16no10,1767,,Piano,,,SoloSonata,,FirstMovement,,Austria,C major,,Haydn,Piano Sonata No6 Hob16-10 i C major,
Piano Sonata No6 Hob16-10 ii C major,Haydn,Hob16no10,1767,,Piano,,,SoloSonata,,DanceMovement,,Austria,C major,,Haydn,Piano Sonata No6 Hob16-10 ii C major,
Piano Sonata No6 Hob16-10 iii C major,Haydn,Hob16no10,1767,,Piano,,,SoloSonata,,LastMovement,,Austria,C major,,Haydn,Piano Sonata No6 Hob16-10 iii C major,
Piano Sonata No61 Hob16-51 i D major,Haydn,Hob16no51,1794,,Piano,,,SoloSonata,,FirstMovement,,Austria,D major,,Haydn,Piano Sonata No61 Hob16-51 i D major,
Piano Sonata No61 Hob16-51 ii D major,Haydn,Hob16no51,1794,,Piano,,,SoloSonata,,LastMovement,,Austria,D major,,Haydn,Piano Sonata No61 Hob16-51 ii D major,
Piano Sonata No62 Hob16-52 i Eb major,Haydn,Hob16no52,1794,,Piano,,,SoloSonata,,FirstMovement,,Austria,Eb major,,Haydn,Piano Sonata No62 Hob16-52 i Eb major,
Piano Sonata No62 Hob16-52 ii E major,Haydn,Hob16no52,1794,,Piano,,,SoloSonata,,SlowMovement,,Austria,E major,,Haydn,Piano Sonata No62 Hob16-52 ii E major,
Piano Sonata No62 Hob16-52 iii Eb major,Haydn,Hob16no52,1794,,Piano,,,SoloSonata,,LastMovement,,Austria,Eb major,,Haydn,Piano Sonata No62 Hob16-52 iii Eb major,
Piano Trio No41 Hob15-31 i Eb major,Haydn,Hob15no31,1797,,Piano,Violin,Cello,PianoTrio,,FirstMovement,,Austria,Eb major,,Haydn,Piano Trio No41 Hob15-31 i Eb major,
Piano Trio No43 Hob15-27 iii C major,Haydn,Hob15no27,1797,,Piano,Violin,Cello,PianoTrio,,LastMovement,,Austria,C major,,Haydn,Piano Trio No43 Hob15-27 iii C major,
Piano Trio No45 Hob15-29 i Eb major,Haydn,Hob15no29,1797,,Piano,Violin,Cello,PianoTrio,,FirstMovement,,Austria,Eb major,,Haydn,Piano Trio No45 Hob15-29 i Eb major,
Piano Trio No45 Hob15-29 ii B major,Haydn,Hob15no29,1797,,Piano,Violin,Cello,PianoTrio,,SlowMovement,,Austria,B major,,Haydn,Piano Trio No45 Hob15-29 ii B major,Ends on V/Eb major
Piano Trio No45 Hob15-29 iii Eb major,Haydn,Hob15no29,1797,,Piano,Violin,Cello,PianoTrio,,LastMovement,,Austria,Eb major,,Haydn,Piano Trio No45 Hob15-29 iii Eb major,
Sonata for Flute and Piano i G major,Haydn,Hob14-4,1764,,Flute,Piano,,AccompaniedSonata,,FirstMovement,,Austria,G major,,Haydn,Sonata for Flute and Piano i G major,
